event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes,phs_relevant,allocated_status
S6W-25541,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what action (a) it and (b) the Scottish Prison Service is taking to reduce the impact of illicit drugs on the prison population.,TRUE,Drugs,Information,"This question has also been to to the Justice team for information, the Alcohol & Tobacco team for information, and the DAISy team for information.",Yes,allocated
S6W-25541,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what action (a) it and (b) the Scottish Prison Service is taking to reduce the impact of illicit drugs on the prison population.,TRUE,Alcohol,Information,"This question has also been to to the Drugs team for information, the Justice team for information, and the DAISy team for information.",Yes,allocated
S6W-25541,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what action (a) it and (b) the Scottish Prison Service is taking to reduce the impact of illicit drugs on the prison population.,TRUE,DAISy,Information,"This question has also been to to the Drugs team for information, the Alcohol & Tobacco team for information, and the Justice team for information.",Yes,allocated
S6W-25539,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what action (a) it and (b) the Scottish Prison Service is taking to protect prison staff from the effects of illicit drugs being used by prisoners.,TRUE,Justice,Information,"This question has also been to to the Drugs team for information, the Alcohol & Tobacco team for information, and the DAISy team for information.",Yes,allocated
S6W-25539,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what action (a) it and (b) the Scottish Prison Service is taking to protect prison staff from the effects of illicit drugs being used by prisoners.,TRUE,Drugs,Information,"This question has also been to to the Justice team for information, the Alcohol & Tobacco team for information, and the DAISy team for information.",Yes,allocated
S6W-25539,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what action (a) it and (b) the Scottish Prison Service is taking to protect prison staff from the effects of illicit drugs being used by prisoners.,TRUE,Alcohol,Information,"This question has also been to to the Drugs team for information, the Justice team for information, and the DAISy team for information.",Yes,allocated
S6W-25539,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what action (a) it and (b) the Scottish Prison Service is taking to protect prison staff from the effects of illicit drugs being used by prisoners.,TRUE,DAISy,Information,"This question has also been to to the Drugs team for information, the Alcohol & Tobacco team for information, and the Justice team for information.",Yes,allocated
S6W-25548,2024-03-13T00:00:00Z,,2024-02-14T16:28:44Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government how many instances of people drinking alcohol onboard ScotRail trains have been recorded in each of the last three years.,TRUE,Alcohol,Information,,Yes,allocated
S6W-25536,2024-03-13T00:00:00Z,,2024-02-14T16:28:44Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government what action it has taken to reduce waiting times for ambulances sent by NHS 24.,TRUE,Unscheduled Care Datamart (UCD Cyber) - data includes SAS and NHS24,Information,,Yes,allocated
S6W-25538,2024-03-13T00:00:00Z,,2024-02-14T16:28:44Z,Pauline McNeill,Scottish Labour,Glasgow,"To ask the Scottish Government how many incidents have occurred, in each of the last five years, in which (a) prisoners and (b) prison staff have received medical attention as a result of coming into contact with illicit drugs in Scotland's prisons.",TRUE,Justice,Review,"This question has also been to to the Drugs team for review, the Alcohol & Tobacco team for review, and the DAISy team for review.",Yes,allocated
S6W-25538,2024-03-13T00:00:00Z,,2024-02-14T16:28:44Z,Pauline McNeill,Scottish Labour,Glasgow,"To ask the Scottish Government how many incidents have occurred, in each of the last five years, in which (a) prisoners and (b) prison staff have received medical attention as a result of coming into contact with illicit drugs in Scotland's prisons.",TRUE,Drugs,Review,"This question has also been to to the Justice team for review, the Alcohol & Tobacco team for review, and the DAISy team for review.",Yes,allocated
S6W-25538,2024-03-13T00:00:00Z,,2024-02-14T16:28:44Z,Pauline McNeill,Scottish Labour,Glasgow,"To ask the Scottish Government how many incidents have occurred, in each of the last five years, in which (a) prisoners and (b) prison staff have received medical attention as a result of coming into contact with illicit drugs in Scotland's prisons.",TRUE,Alcohol,Review,"This question has also been to to the Drugs team for review, the Justice team for review, and the DAISy team for review.",Yes,allocated
S6W-25538,2024-03-13T00:00:00Z,,2024-02-14T16:28:44Z,Pauline McNeill,Scottish Labour,Glasgow,"To ask the Scottish Government how many incidents have occurred, in each of the last five years, in which (a) prisoners and (b) prison staff have received medical attention as a result of coming into contact with illicit drugs in Scotland's prisons.",TRUE,DAISy,Review,"This question has also been to to the Drugs team for review, the Alcohol & Tobacco team for review, and the Justice team for review.",Yes,allocated
S6O-03099,,2024-02-21T00:00:00Z,2024-02-14T16:02:21Z,Rona Mackay,Scottish National Party,Strathkelvin and Bearsden,To ask the Scottish Government whether it will provide an update on the Pain Management Task Force.,FALSE,Waiting Times,Information,,Yes,allocated
S6W-25484,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government what discussions it has had with local authorities regarding any pressures on housing and homelessness services as a result of its decision to remove local connection requirements for accessing homelessness services.,FALSE,Health and Social Care,Information,,Yes,allocated
S6W-25550,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what the average age is of a prisoner in Scotland.,FALSE,Justice,Review,,Yes,allocated
S6W-25482,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government what support it is providing to any local authorities that are experiencing growing pressures on housing and homelessness services as a result of its decision to remove local connection requirements for accessing homelessness services.,FALSE,Health and Social Care,Information,,Yes,allocated
S6W-25483,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it will conduct a review of the impact of its decision to remove local connection requirements for accessing homelessness services.,FALSE,Health and Social Care,Information,,Yes,allocated
S6W-25531,2024-03-13T00:00:00Z,,2024-02-14T16:28:43Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government whether it will provide an update on what action (a) it and (b) the Scottish Prison Service is taking to address any overcrowding in Scotland's prisons.,FALSE,Justice,Information,,Yes,allocated
S6W-25561,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government which agencies or companies are being used by public sector pension scheme agencies, including the Scottish Public Pensions Agency, to conduct medical assessments such as assessments for ill health retirement pension applications, also broken down by the geographical area in which these agencies or companies are located.",TRUE,,,,No,unallocated
S6W-25575,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government what workforce modelling has been carried out regarding an energy policy that has a presumption against any oil and gas exploration.,TRUE,,,,No,unallocated
S6W-25593,2024-03-14T00:00:00Z,,2024-02-15T09:29:27Z,Alasdair Allan,Scottish National Party,Na h-Eileanan an Iar,"To ask the Scottish Government whether it will provide an update on its work to publish an Addressing Depopulation Action Plan, as committed to in the First Minister’s policy prospectus and in the Programme for Government 2023-24.",FALSE,,,,No,unallocated
S6W-25564,2024-03-14T00:00:00Z,,2024-02-15T16:01:52Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,"To ask the Scottish Government whether it will set out its expectations of universities regarding any minimum service levels during periods of industrial action, under the UK Strikes (Minimum Service Levels) Act 2023.",FALSE,,,,No,unallocated
S6W-25565,2024-03-14T00:00:00Z,,2024-02-15T16:01:52Z,Stephen Kerr,Scottish Conservative and Unionist Party,Central Scotland,To ask the Scottish Government what assessment it has made of the status of the Verity House Agreement.,FALSE,,,,No,unallocated
S6W-25571,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Sharon Dowey,Scottish Conservative and Unionist Party,South Scotland,"To ask the Scottish Government, in light of the report of the independent review of the skills delivery landscape, which stated that success would be where “every individual in Scotland has equitable access to the learning opportunities required to reach a positive destination in their working life”, what steps it is taking to ensure that those living in the South Scotland region have the same access as others across Scotland to traditional building skills apprenticeship training.",FALSE,,,,No,unallocated
S6W-25592,2024-03-15T00:00:00Z,,2024-02-16T15:30:01Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government how many car thefts have been recorded in the past three years, and, of those, how many involved (a) a perpetrator breaking into the home to take keys and (b) the use of so-called cloning equipment to steal the car without the keys.",FALSE,,,,No,unallocated
S6W-25583,2024-03-15T00:00:00Z,,2024-02-16T15:30:01Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government what sources of funding for new woodland creation, other than the Forestry Grant Scheme, it expects to become available for the 2024-25 planting season, and for each subsequent planting season.",FALSE,,,,No,unallocated
S6W-25582,2024-03-15T00:00:00Z,,2024-02-16T15:30:01Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government how many hectares of proposed new woodland creation are currently being processed by Scottish Forestry for the 2024-25 planting season, and for each subsequent planting season.",FALSE,,,,No,unallocated
S6W-25579,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,To ask the Scottish Government when it plans to propose a debate in the Parliament on the recommendations of the Independent Review of Qualifications and Assessment.,FALSE,,,,No,unallocated
S6W-25586,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government how much additional revenue it estimates will be raised by the Budget decision to increase the Intermediate Property Rate by 6.7% in 2024-25, broken down by industry sector.",FALSE,,,,No,unallocated
S6W-25576,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government whether it has carried out any economic impact analysis regarding an energy policy that has a presumption against any oil and gas exploration.,FALSE,,,,No,unallocated
S6W-25340,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government what its position is on the importation to Scotland of nuclear energy generated elsewhere in the UK.,FALSE,,,,No,unallocated
S6W-25578,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,To ask the Scottish Government when it expects that the Daydream Believers artificial intelligence handbook for teachers will be published.,FALSE,,,,No,unallocated
S6W-25581,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government how many hectares of new woodland creation have been approved for the 2024-25 planting season, and for each subsequent planting season.",FALSE,,,,No,unallocated
S6W-25587,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government how much additional revenue it estimates will be raised by the Budget decision to increase the Higher Property Rate by 6.7% in 2024-25, broken down by industry sector.",FALSE,,,,No,unallocated
S6W-25588,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government, in light of the Scottish National Party manifesto commitment, what the cost would be in 2024-25 of bringing the Higher Property Rate into line with that in England, broken down by industry sector.",FALSE,,,,No,unallocated
S6W-25577,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government how many jobs have been created in the renewables sector in each of the last five years, broken down by local authority area.",FALSE,,,,No,unallocated
S6W-25594,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Alasdair Allan,Scottish National Party,Na h-Eileanan an Iar,"To ask the Scottish Government what representations it can make on behalf of any small businesses in the Western Isles that are reportedly facing increases of thousands of pounds per week in delivery expenses as a result of a local haulage company being taken over by the multinational company, DFDS.",FALSE,,,,No,unallocated
S6W-25618,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Michelle Thomson,Scottish National Party,Falkirk East,To ask the Scottish Government what its position is on the reported calls from the Scottish Retail Consortium and Scottish Tourism Alliance for a restoration of tax-free shopping for overseas visitors as a means of supporting Scotland’s retail and tourism sectors.,FALSE,,,,No,unallocated
S6W-25603,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government when it will publish the results from the Police Scotland pilot, Proportionate Response to Crime, in north east Scotland.",FALSE,,,,No,unallocated
S6W-25608,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government what action it will take to ensure that its guidance document, Supporting Transgender Pupils In Schools, accurately reflects the revised Equality and Human Rights Commission document, Technical guidance for schools in Scotland.",FALSE,,,,No,unallocated
S6W-25284,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government what total value of government-funded grants for heat pumps has been awarded to homes in the Aberdeen City Council area in each year since 2022.,FALSE,,,,No,unallocated
S6W-25607,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,To ask the Scottish Government what cost (a) savings and (b) avoidance it has identified since the implementation of Scan4Safety in Scotland.,FALSE,,,,No,unallocated
S6T-01797,2024-02-20T00:00:00Z,2024-02-20T00:00:00Z,2024-02-19T15:03:55Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government whether it will provide an update on whether the A96 will be dualled from Inverness to Aberdeen.,FALSE,,,,No,unallocated
S6F-02823,2024-02-22T00:00:00Z,2024-02-22T00:00:00Z,2024-02-19T15:03:50Z,Douglas Ross,Scottish Conservative and Unionist Party,Highlands and Islands,Question to be taken in Chamber.,FALSE,,,,No,unallocated
S6F-02824,2024-02-22T00:00:00Z,2024-02-22T00:00:00Z,2024-02-19T15:03:50Z,Anas Sarwar,Scottish Labour,Glasgow,Question to be taken in Chamber.,FALSE,,,,No,unallocated
S6F-02825,2024-02-22T00:00:00Z,2024-02-22T00:00:00Z,2024-02-19T15:03:50Z,Maggie Chapman,Scottish Green Party,North East Scotland,To ask the First Minister what the Scottish Government's position is on whether successive changes to national taxation policy in Scottish Budgets will support the redistribution of wealth and help sustain vital public services.,FALSE,,,,No,unallocated
S6F-02848,2024-02-22T00:00:00Z,2024-02-22T00:00:00Z,2024-02-19T15:03:51Z,Fergus Ewing,Scottish National Party,Inverness and Nairn,"To ask the First Minister, regarding the delivery of the Scottish Government's recently published depopulation action plan, what will be different about this approach, which is described as ""local by default, national by agreement"", particularly towards the approval of new developments supported by local communities.",FALSE,,,,No,unallocated
S6F-02845,2024-02-22T00:00:00Z,2024-02-22T00:00:00Z,2024-02-19T15:03:51Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the First Minister whether the Scottish Government still has a policy of a presumption against any new oil and gas licences.,FALSE,,,,No,unallocated
S6W-25563,2024-03-14T00:00:00Z,,2024-02-15T16:01:52Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether existing criteria for conducting medical assessments of public sector workers with long COVID, in relation to ill health retirement pension applications, reflect that long COVID clinics do not exist in some areas of Scotland, and, if not, what action it can take to ensure that this is the case.",TRUE,COVID,Information,"This question has also been sent to the Clinical and Protecting Health team for information, and the NES Workforce team for information.",Yes,allocated
S6W-25563,2024-03-14T00:00:00Z,,2024-02-15T16:01:52Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether existing criteria for conducting medical assessments of public sector workers with long COVID, in relation to ill health retirement pension applications, reflect that long COVID clinics do not exist in some areas of Scotland, and, if not, what action it can take to ensure that this is the case.",TRUE,Clinical and Protecting Health,Information,"This question has also been sent to the COVID team for information, and the NES Workforce team for information.",Yes,allocated
S6W-25563,2024-03-14T00:00:00Z,,2024-02-15T16:01:52Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether existing criteria for conducting medical assessments of public sector workers with long COVID, in relation to ill health retirement pension applications, reflect that long COVID clinics do not exist in some areas of Scotland, and, if not, what action it can take to ensure that this is the case.",TRUE,NES Workforce,Information,"This question has also been sent to the Clinical and Protecting Health team for information, and the COVID team for information.",Yes,allocated
S6W-25573,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government how many cases of fabricated or induced illness (FII) have been reported in each NHS board area in each of the last five years.,TRUE,Primary Care GP,Review,This question has also been sent to the Quality Indicators team for review.,Yes,allocated
S6W-25573,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government how many cases of fabricated or induced illness (FII) have been reported in each NHS board area in each of the last five years.,TRUE,Quality Indicators,Review,This question has also been sent to the Primary Care GP team for review.,Yes,allocated
S6W-25574,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Stephanie Callaghan,Scottish National Party,Uddingston and Bellshill,"To ask the Scottish Government, in relation to mesh survivors in Scotland, what consideration it has given to The Hughes Report, by thePatient Safety Commissioner for England, which sets out options for redress for those harmed by valproate and pelvic mesh.",TRUE,Women's Health and Long Term Conditions,Information,This question has also been sent to the Mesh Consultancy team for information.,Yes,allocated
S6W-25574,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Stephanie Callaghan,Scottish National Party,Uddingston and Bellshill,"To ask the Scottish Government, in relation to mesh survivors in Scotland, what consideration it has given to The Hughes Report, by thePatient Safety Commissioner for England, which sets out options for redress for those harmed by valproate and pelvic mesh.",TRUE,Mesh Consultancy,Information,This question has also been sent to the Women's Health and Long-Term Conditions team for information.,Yes,allocated
S6W-25562,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,To ask the Scottish Government what its response is to reports that long COVID patients in Scotland have been refused ill health retirement pensions because they have not attended a long COVID clinic.,TRUE,COVID,Information,This question has also been sent to the Clinical and Protecting Health team for information.,Yes,allocated
S6W-25562,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,To ask the Scottish Government what its response is to reports that long COVID patients in Scotland have been refused ill health retirement pensions because they have not attended a long COVID clinic.,TRUE,Clinical and Protecting Health,Information,This question has also been sent to the COVID team for information.,Yes,allocated
S6W-25560,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether (a) it and (b) public sector pension agencies, including the Scottish Public Pensions Agency, (i) have taken or (ii) will take steps to ensure that companies or agencies that conduct medical assessments of public sector workers with long COVID are made aware that long COVID clinics do not exist in some areas of Scotland, on the basis that NHS boards make their own arrangements for long COVID treatment, in order to ensure that ill health retirement pension applications are not refused simply due to the lack of attendance at a long COVID clinic.",TRUE,COVID,Information,"This question has also been sent to the Clinical and Protecting Health team for information, and the NES Workforce team for information.",Yes,allocated
S6W-25560,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether (a) it and (b) public sector pension agencies, including the Scottish Public Pensions Agency, (i) have taken or (ii) will take steps to ensure that companies or agencies that conduct medical assessments of public sector workers with long COVID are made aware that long COVID clinics do not exist in some areas of Scotland, on the basis that NHS boards make their own arrangements for long COVID treatment, in order to ensure that ill health retirement pension applications are not refused simply due to the lack of attendance at a long COVID clinic.",TRUE,Clinical and Protecting Health,Information,"This question has also been sent to the COVID team for information, and the NES Workforce team for information.",Yes,allocated
S6W-25560,2024-03-14T00:00:00Z,,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether (a) it and (b) public sector pension agencies, including the Scottish Public Pensions Agency, (i) have taken or (ii) will take steps to ensure that companies or agencies that conduct medical assessments of public sector workers with long COVID are made aware that long COVID clinics do not exist in some areas of Scotland, on the basis that NHS boards make their own arrangements for long COVID treatment, in order to ensure that ill health retirement pension applications are not refused simply due to the lack of attendance at a long COVID clinic.",TRUE,NES Workforce,Information,"This question has also been sent to the Clinical and Protecting Health team for information, and the COVID team for information.",Yes,allocated
S6W-25590,2024-03-15T00:00:00Z,,2024-02-16T15:30:01Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what its response is to the recent joint letter from 16 business representative organisations expressing that they were ""dismayed"" at the 2024-25 Budget decision to consider the introduction of a non-business rates public health supplement on grocery retailers and what the proposals might mean for wider devolved tax policy in relation to commerce.",TRUE,Alcohol,Information,This question has also been sent to the Drugs team for information.,Yes,allocated
S6W-25590,2024-03-15T00:00:00Z,,2024-02-16T15:30:01Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what its response is to the recent joint letter from 16 business representative organisations expressing that they were ""dismayed"" at the 2024-25 Budget decision to consider the introduction of a non-business rates public health supplement on grocery retailers and what the proposals might mean for wider devolved tax policy in relation to commerce.",TRUE,Drugs,Information,This question has also been sent to the Alcohol & Tobacco team for information.,Yes,allocated
S6W-25589,2024-03-15T00:00:00Z,,2024-02-16T15:30:01Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government, in light of the possible introduction of a non-domestic rates public health supplement on retailers as set out in the 2024-25 Budget, whether it is considering allowing each local authority to set its own surtax rate, or whether any surtax rate would be determined by the Scottish Ministers on a Scotland-wide basis.",TRUE,Alcohol,Information,This question has also been sent to the Drugs team for information.,Yes,allocated
S6W-25589,2024-03-15T00:00:00Z,,2024-02-16T15:30:01Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government, in light of the possible introduction of a non-domestic rates public health supplement on retailers as set out in the 2024-25 Budget, whether it is considering allowing each local authority to set its own surtax rate, or whether any surtax rate would be determined by the Scottish Ministers on a Scotland-wide basis.",TRUE,Drugs,Information,This question has also been sent to the Alcohol & Tobacco team for information.,Yes,allocated
S6W-25500,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Alexander Stewart,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government, following the recent publication of data by the British Heart Foundation, which reportedly highlights significant issues in Scotland's cardiology services for both outpatient appointments and echocardiograms and suggests that performance against waiting time targets is the worst on record, what urgent measures can be put in place to ensure that no one dies as a result of not receiving the appropriate scan in time.",TRUE,Quality Indicators,Information,"This question has also been sent to the Acute/Hospital Waiting Times and Resources team for information, and the Scottish National Audit Programme team for information.",Yes,allocated
S6W-25500,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Alexander Stewart,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government, following the recent publication of data by the British Heart Foundation, which reportedly highlights significant issues in Scotland's cardiology services for both outpatient appointments and echocardiograms and suggests that performance against waiting time targets is the worst on record, what urgent measures can be put in place to ensure that no one dies as a result of not receiving the appropriate scan in time.",TRUE,Waiting Times,Information,"This question has also been sent to the Quality Indicators team for information, and the Scottish National Audit Programme team for information.",Yes,allocated
S6W-25500,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Alexander Stewart,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government, following the recent publication of data by the British Heart Foundation, which reportedly highlights significant issues in Scotland's cardiology services for both outpatient appointments and echocardiograms and suggests that performance against waiting time targets is the worst on record, what urgent measures can be put in place to ensure that no one dies as a result of not receiving the appropriate scan in time.",TRUE,Scottish National Audit Programme,Information,"This question has also been sent to the Acute/Hospital Waiting Times and Resources team for information, and the Quality Indicators team for information.",Yes,allocated
S6W-25591,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what its response is to the public statement by the trade union, Usdaw, of 5 February 2024, expressing significant concern regarding the 2024-25 Budget decision to consider the introduction of a non-business rates public health supplement on grocery retailers and the potential unintended consequences, including for shop workers' incomes and for retailersâ spend on training budgets.",TRUE,Alcohol,Information,This question has also been sent to the Drugs team for information.,Yes,allocated
S6W-25591,2024-03-15T00:00:00Z,,2024-02-16T15:30:02Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what its response is to the public statement by the trade union, Usdaw, of 5 February 2024, expressing significant concern regarding the 2024-25 Budget decision to consider the introduction of a non-business rates public health supplement on grocery retailers and the potential unintended consequences, including for shop workers' incomes and for retailersâ spend on training budgets.",TRUE,Drugs,Information,This question has also been sent to the Alcohol & Tobacco team for information.,Yes,allocated
S6W-25611,2024-03-04T00:00:00Z,,2024-02-19T16:53:14Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it has any plans to reinstate the Carers Register in GP practices.,TRUE,Health and Social Care,Information,This question has also been sent to the Primary Care GP team for information.,Yes,allocated
S6W-25611,2024-03-04T00:00:00Z,,2024-02-19T16:53:14Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it has any plans to reinstate the Carers Register in GP practices.,TRUE,Primary Care GP,Information,This question has also been sent to the Health & Social Care team for information.,Yes,allocated
S6W-25600,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government what tailored support it is providing to NHS Tayside, in addition to headline funding, to reduce any long waiting times for child and adolescent mental health services (CAMHS).",TRUE,Mental Health and Service Access,Information,,Yes,allocated
S6W-25601,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government how many specialist child and adolescent mental health services (CAMHS) staff have (a) been recruited and (b) left the health service, in each NHS board in each of the last three years.",TRUE,NES Workforce,Review,The question has also been sent to the Mental Helath & Service Access team for reivew.,Yes,allocated
S6W-25601,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government how many specialist child and adolescent mental health services (CAMHS) staff have (a) been recruited and (b) left the health service, in each NHS board in each of the last three years.",TRUE,Mental Health and Service Access,Review,This question has also been sent to the NES Workforce team for review,Yes,allocated
S6W-25599,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government whether it has been advised by NHS Tayside that child and adolescent mental health services (CAMHS) waiting times are expected to worsen.,TRUE,Mental Health and Service Access,Review,,Yes,allocated
S6W-25598,2024-03-04T00:00:00Z,,2024-02-19T16:53:15Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government how much has been invested in clearing any long waiting times for child and adolescent mental health services (CAMHS), and how any such targeted support has affected waiting times, in each NHS board in each of the last three years.",TRUE,Mental Health and Service Access,Review,,Yes,allocated
